feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
15,26,11,47,27,23,28,1
39,45,49,27,6,28,35,1
8,28,8,40,34,39,45,1
9,28,21,34,18,19,45,0
22,19,47,3,40,7,13,0
38,41,30,49,2,41,10,1
18,22,16,5,2,38,41,0
42,11,28,47,25,6,2,0
5,38,12,29,8,40,13,0
10,30,5,20,24,48,33,0
31,27,24,25,36,30,14,1
23,20,43,28,47,29,23,1
24,27,10,18,21,7,4,0
38,39,45,24,28,8,4,1
1,44,48,14,42,44,44,1
25,41,40,6,29,49,11,1
46,8,19,12,16,37,13,0
6,4,13,12,6,16,1,0
43,4,17,17,13,16,14,0
44,20,32,21,1,28,35,1
20,47,19,34,40,40,8,1
15,7,20,6,17,39,27,0
13,42,13,3,16,8,15,0
4,31,26,29,15,44,38,1
34,37,6,28,32,31,9,1
27,19,44,17,13,33,40,1
26,6,17,21,6,32,1,0
47,38,8,40,17,43,33,1
14,4,21,22,11,11,28,0
30,6,14,37,29,13,1,0
40,10,17,1,20,37,34,0
18,7,13,14,11,1,47,0
20,26,40,30,21,13,16,0
11,46,46,9,11,44,25,1
1,2,42,25,8,44,2,0
22,28,9,48,29,24,36,1
8,12,26,23,33,15,1,0
38,28,40,4,17,48,17,1
28,24,31,1,36,39,45,1
33,3,34,25,49,19,34,1
48,14,33,13,35,19,44,1
42,32,48,28,31,30,40,1
16,2,8,27,10,39,25,0
7,30,14,32,40,28,35,1
37,4,43,26,46,10,40,1
29,6,9,29,28,7,27,0
36,16,43,13,35,32,7,1
40,32,19,49,23,18,43,1
4,13,9,19,29,39,16,0
7,42,33,42,33,41,47,1
2,21,15,15,26,34,22,0
45,30,41,44,28,19,8,1
37,14,24,21,45,33,36,1
24,30,10,34,17,10,6,0
34,17,42,25,45,33,6,1
12,39,48,2,49,4,6,0
5,3,13,5,45,36,30,0
30,42,17,16,37,33,12,1
28,31,29,39,1,31,7,0
43,2,13,1,15,28,44,0
12,13,17,28,7,9,25,0
38,19,2,35,23,25,9,0
17,17,42,42,48,12,39,1
35,30,47,12,24,11,10,0
40,17,16,16,24,6,8,0
38,7,9,38,10,15,25,0
30,17,48,14,8,22,43,1
42,5,8,16,18,46,32,0
27,17,43,17,10,40,47,1
12,35,18,4,39,30,23,0
45,6,43,7,40,42,3,1
47,39,2,48,8,20,6,0
27,4,28,21,38,18,35,0
43,39,24,28,29,36,44,1
43,45,5,40,24,43,21,1
9,47,20,33,31,24,43,1
31,37,30,35,2,33,47,1
27,28,1,41,43,27,31,1
34,29,45,2,49,33,48,1
34,4,11,23,26,20,5,0
11,19,17,30,30,40,10,0
39,34,12,6,40,34,45,1
38,8,15,48,40,14,16,1
40,27,9,31,6,14,28,0
6,30,12,12,37,28,32,0
43,34,6,48,37,5,16,1
7,19,6,2,17,47,1,0
38,31,3,3,1,47,16,0
21,39,14,10,35,14,20,0
3,44,25,27,6,37,17,0
44,42,18,21,24,28,13,1
43,38,6,26,21,48,36,1
44,37,49,47,45,22,15,1
31,7,48,1,2,9,30,0
9,5,24,33,28,21,8,0
31,33,36,28,14,28,23,1
44,32,15,27,29,17,41,1
41,30,39,8,37,6,36,1
8,37,33,38,11,49,14,1
39,26,25,46,26,1,35,1
17,13,14,16,16,49,42,0
9,43,27,27,20,19,46,1
38,19,3,43,16,35,40,1
10,45,40,13,20,43,49,1
19,34,22,14,32,17,31,0
34,22,21,45,47,49,12,1
28,3,40,19,6,47,49,1
25,18,3,29,36,38,33,1
9,4,43,41,12,21,3,0
33,41,2,4,6,49,2,0
13,38,4,28,20,22,1,0
32,9,45,4,6,25,2,0
3,3,3,28,20,38,48,0
10,14,41,1,37,47,35,1
23,3,20,32,31,33,14,0
33,24,1,1,26,27,4,0
19,24,25,36,5,8,30,0
31,12,29,38,22,10,40,1
18,14,13,36,21,38,36,1
16,9,2,25,14,29,21,0
49,22,36,23,10,47,47,1
28,7,41,49,17,7,6,0
49,16,30,41,11,43,47,1
36,33,17,31,17,49,13,1
6,38,19,47,5,5,8,0
14,38,25,23,13,6,8,0
31,49,36,45,5,17,47,1
34,39,40,4,2,29,48,1
19,26,3,33,25,20,12,0
44,35,24,18,41,38,33,1
36,18,47,19,47,20,41,1
7,4,2,20,14,36,46,0
8,35,28,9,37,36,5,0
44,31,18,10,40,31,28,1
27,46,30,40,2,35,13,1
47,25,10,24,49,14,17,1
43,37,16,40,25,3,27,1
1,17,29,27,47,29,27,1
48,7,10,10,35,17,25,0
34,34,24,11,12,26,8,0
41,10,48,45,17,26,27,1
6,45,28,23,46,16,6,0
25,2,18,1,27,8,19,0
27,28,40,3,11,34,13,0
38,11,27,45,37,8,1,0
33,34,35,49,45,4,15,1
41,16,37,30,9,40,32,1
32,16,12,14,42,36,5,0
8,48,27,48,49,1,12,1
8,44,27,8,40,24,9,0
4,37,9,12,16,3,13,0
29,45,20,23,31,24,32,1
5,30,33,43,37,49,33,1
8,41,33,43,48,34,18,1
26,1,20,42,29,35,39,1
32,28,4,16,44,5,40,0
35,11,5,40,32,47,41,1
43,30,31,11,18,47,19,1
21,28,34,35,17,46,28,1
44,43,33,17,1,44,42,1
43,29,25,23,34,34,27,1
7,6,22,3,41,17,14,0
41,12,30,14,14,12,22,0
39,21,40,6,11,10,18,0
18,32,1,15,21,14,30,0
8,16,16,23,15,42,43,0
26,23,45,36,1,49,3,1
32,21,17,27,12,25,33,0
13,22,11,20,6,6,3,0
15,32,21,20,42,34,44,1
8,49,28,27,27,21,22,1
45,46,43,46,29,40,25,1
17,20,15,16,1,14,1,0
28,49,3,16,37,21,47,1
38,8,38,1,16,25,25,0
18,24,38,3,26,34,5,0
13,22,9,29,36,8,35,0
2,46,7,20,12,2,13,0
49,19,17,49,16,14,35,1
5,40,25,29,39,8,32,1
28,14,8,7,6,4,24,0
16,45,49,45,9,45,11,1
1,34,3,49,19,7,48,0
38,49,42,8,16,26,36,1
17,8,49,27,46,47,1,1
47,16,24,26,12,27,4,0
23,6,8,40,35,1,33,0
44,16,9,41,47,8,30,1
43,34,3,9,3,3,6,0
26,32,28,26,26,47,27,1
40,16,21,4,11,35,19,0
31,12,38,1,8,24,24,0
19,39,2,36,44,29,29,1
32,20,20,15,20,31,5,0
33,20,33,28,47,26,35,1
27,26,8,46,9,39,27,1
18,26,28,30,16,14,47,1
14,42,1,10,2,43,44,0
4,32,29,41,34,28,44,1
20,17,9,46,9,25,45,0
10,48,44,23,30,40,20,1
35,20,36,33,42,39,20,1
42,22,31,27,13,19,36,1
17,13,38,22,5,7,14,0
18,21,36,33,49,35,11,1
24,29,13,44,13,11,42,1
23,13,9,12,32,24,21,0
3,39,19,12,4,18,43,0
16,5,27,32,47,27,17,0
9,41,16,46,14,5,7,0
15,6,47,46,48,31,49,1
30,33,42,30,47,45,7,1
44,42,27,30,17,10,49,1
2,6,23,29,15,35,9,0
38,26,45,38,16,26,19,1
3,14,39,21,6,6,2,0
15,41,30,39,38,29,1,1
42,43,19,14,38,32,1,1
5,13,30,28,5,28,38,0
33,32,4,41,7,25,19,0
31,18,29,9,42,7,46,1
15,26,32,12,47,26,39,1
48,3,13,49,26,31,29,1
3,40,26,19,12,6,33,0
23,11,17,32,37,17,47,1
31,33,19,49,3,17,13,0
16,26,31,46,40,26,37,1
14,37,29,28,21,6,31,0
46,12,11,3,24,47,40,1
24,41,44,24,38,34,48,1
39,3,26,44,25,41,24,1
19,31,11,3,32,25,18,0
32,2,1,43,45,6,33,0
36,21,14,23,4,22,42,0
2,29,44,6,15,2,6,0
49,1,2,14,21,14,30,0
40,49,30,13,33,18,31,1
49,1,1,20,4,13,42,0
32,33,46,14,27,47,15,1
30,5,6,27,46,43,5,0
25,7,9,45,42,14,16,0
10,11,15,21,35,38,32,0
25,28,4,42,13,9,5,0
4,42,47,12,26,26,26,1
16,19,44,24,8,37,21,0
11,13,33,43,36,22,43,1
1,49,23,42,33,31,19,1
23,3,31,42,45,26,32,1
17,28,27,1,8,10,25,0
4,31,44,10,41,1,23,0
22,24,4,9,32,22,40,0
44,4,32,24,3,48,8,0
18,31,19,3,40,7,1,0
1,25,40,49,41,2,37,1
23,9,8,40,6,29,5,0
12,16,22,48,16,35,13,0
1,10,1,29,33,13,12,0
12,28,22,27,25,6,6,0
26,16,11,26,11,34,24,0
21,21,21,43,47,10,11,0
49,13,23,46,7,40,24,1
37,33,25,5,20,48,10,1
34,17,4,44,22,8,35,0
25,30,5,31,27,41,27,1
23,12,2,37,7,24,4,0
43,1,10,21,47,24,42,1
28,27,45,19,25,43,12,1
17,21,46,22,6,44,7,0
24,20,47,40,8,27,48,1
12,16,5,24,5,34,2,0
1,32,49,21,40,16,16,0
12,26,41,15,31,15,5,0
46,36,4,18,32,31,35,1
2,30,8,44,37,44,17,1
35,22,27,43,48,16,44,1
36,47,24,23,43,28,12,1
33,36,44,14,25,6,40,1
31,16,35,6,28,36,42,1
18,39,39,18,45,1,13,0
15,9,8,26,28,37,2,0
37,24,21,13,19,11,14,0
9,7,26,6,3,37,30,0
14,22,1,36,45,26,46,1
48,13,12,44,34,23,24,1
34,17,24,7,39,49,20,1
15,6,40,46,6,33,48,1
26,8,25,10,44,40,49,1
10,26,20,12,35,46,6,0
31,35,31,43,34,42,5,1
33,32,19,16,8,1,6,0
21,18,46,46,29,35,18,1
40,4,47,30,38,33,35,1
23,10,25,22,44,26,23,0
22,43,14,43,8,7,28,0
13,39,17,44,39,10,8,0
36,19,46,4,13,49,7,0
26,11,39,7,45,37,42,1
1,29,33,26,48,26,41,1
9,21,22,42,14,24,6,0
11,47,31,45,22,12,13,1
27,17,31,9,21,4,7,0
29,23,23,38,12,34,1,0
20,14,20,19,30,22,42,0
6,13,6,33,21,8,3,0
31,20,29,48,5,8,20,0
16,9,6,15,42,13,4,0
1,2,33,37,48,14,18,0
1,3,19,48,7,43,12,0
31,44,7,11,47,7,14,0
26,36,40,24,30,42,44,1
27,12,40,31,5,22,5,0
48,46,3,34,18,35,44,1
13,29,41,14,11,30,32,0
40,3,1,6,19,16,4,0
34,46,14,5,36,47,31,1
19,16,47,3,11,30,11,0
7,33,5,17,26,7,9,0
24,25,40,26,28,40,1,1
6,37,29,1,33,40,25,0
25,21,6,35,49,6,20,0
40,3,2,16,38,31,23,0
13,34,29,34,9,37,13,0
24,39,29,26,2,49,43,1
42,12,31,37,2,3,1,0
3,19,11,15,38,23,35,0
43,41,3,17,8,47,3,0
4,12,36,17,6,35,7,0
45,1,47,22,40,44,13,1
45,21,39,24,20,11,49,1
38,1,25,19,33,49,24,1
34,13,38,42,8,32,34,1
20,20,15,26,12,11,8,0
8,44,19,6,35,46,4,0
30,27,9,21,22,35,22,0
34,8,32,2,42,41,22,1
38,12,43,17,29,15,6,0
17,47,20,45,23,16,4,0
41,24,3,7,24,3,6,0
44,45,11,17,7,15,35,0
15,6,3,8,47,17,18,0
41,14,1,23,47,29,34,1
47,11,36,18,32,6,42,1
10,1,17,48,16,30,14,0
47,1,40,3,17,38,31,1
32,47,30,5,18,27,42,1
18,35,31,13,22,22,45,1
34,21,45,25,43,7,25,1
26,31,5,26,43,9,2,0
48,26,26,8,22,37,3,0
19,17,15,47,20,24,42,1
13,26,48,13,23,1,19,0
39,11,24,22,30,42,14,1
2,3,40,33,45,6,41,0
16,22,4,19,15,17,28,0
3,5,30,26,46,40,15,0
17,44,8,18,20,47,17,0
23,42,2,26,46,24,37,1
43,31,14,30,40,27,25,1
11,7,7,30,49,31,49,1
9,35,15,41,47,16,42,1
24,9,37,28,3,35,19,0
43,15,43,25,39,48,24,1
44,28,49,26,7,14,18,1
39,48,13,42,42,34,23,1
6,34,18,26,11,5,9,0
21,26,26,32,28,16,21,0
31,16,38,36,40,46,49,1
41,18,16,46,18,42,46,1
11,37,12,25,27,35,47,1
44,1,21,44,30,46,31,1
41,44,47,22,17,40,30,1
33,20,17,5,42,20,45,1
35,41,23,22,29,44,18,1
34,45,1,27,3,29,3,0
3,44,6,8,34,5,25,0
7,42,45,3,41,5,7,0
37,34,16,25,9,8,6,0
22,49,39,24,41,8,44,1
17,28,30,17,43,44,38,1
45,21,21,48,33,29,28,1
39,31,40,8,19,45,4,1
46,17,21,47,18,21,32,1
18,16,30,2,16,47,36,0
17,28,28,11,40,32,25,1
2,4,19,15,39,46,7,0
23,7,42,26,42,6,43,1
31,47,32,33,38,18,43,1
29,5,29,32,6,13,39,0
2,2,32,2,18,15,42,0
15,43,20,5,32,48,43,1
40,10,6,18,45,13,28,0
35,4,9,39,46,47,4,1
32,10,24,40,46,38,1,1
37,7,40,14,8,44,49,1
2,45,26,5,15,21,22,0
25,2,17,14,32,13,41,0
48,21,2,33,4,40,4,0
13,24,4,40,30,45,21,1
7,42,20,15,2,32,43,0
28,40,22,46,2,36,33,1
42,28,28,33,17,38,30,1
2,20,34,40,47,34,46,1
8,19,24,25,32,12,44,0
44,3,4,35,45,38,2,0
15,1,24,19,22,20,10,0
6,14,6,25,4,9,24,0
42,31,11,11,24,11,34,0
35,39,48,20,18,49,43,1
15,13,8,18,35,36,34,0
6,31,18,24,44,38,45,1
38,39,32,47,29,15,2,1
18,33,16,11,6,42,23,0
26,31,47,32,9,30,20,1
23,34,43,19,31,10,3,0
18,47,12,27,20,44,39,1
35,40,30,11,12,49,44,1
6,5,12,18,26,25,24,0
18,26,34,15,47,3,45,1
42,15,3,4,21,43,47,0
49,37,47,45,9,32,10,1
33,40,6,20,1,40,42,1
6,29,26,44,43,42,31,1
40,9,20,42,23,43,30,1
35,31,11,9,24,9,4,0
49,11,30,47,25,34,46,1
11,48,18,28,37,21,36,1
39,9,45,31,7,9,15,0
7,49,37,38,23,9,40,1
14,22,14,5,2,2,46,0
15,47,33,42,14,21,42,1
19,48,4,16,39,49,34,1
20,37,33,39,19,6,47,1
13,1,15,1,44,14,29,0
9,25,10,36,20,10,30,0
27,3,42,8,6,25,35,0
17,9,30,7,20,30,38,0
48,44,5,15,20,4,35,0
10,41,31,38,22,18,15,0
31,39,17,31,33,14,15,1
43,42,24,8,27,18,21,1
44,2,45,37,19,45,47,1
47,36,2,25,35,6,36,1
14,11,7,28,15,15,39,0
38,37,5,46,4,38,5,0
33,44,32,1,30,45,30,1
6,43,21,49,27,17,4,0
40,36,5,34,2,11,19,0
13,24,35,29,31,44,47,1
22,38,12,43,10,43,17,1
31,19,31,31,11,18,24,0
5,4,24,19,13,31,2,0
47,38,20,18,46,20,1,1
6,43,37,10,42,9,44,1
40,4,7,35,2,19,31,0
15,16,14,41,32,2,29,0
32,15,16,29,36,40,12,1
49,49,4,29,11,32,45,1
24,7,11,14,4,32,17,0
46,16,1,21,14,49,7,0
10,7,7,35,17,41,9,0
35,28,5,44,27,27,12,1
40,5,1,33,17,36,22,0
18,43,29,40,29,8,8,0
2,41,7,14,35,42,11,0
28,31,8,7,14,48,19,0
14,35,30,47,5,7,48,1
46,43,17,11,31,13,6,0
24,9,10,45,17,48,37,1
15,16,34,45,37,38,4,1
13,35,10,17,21,36,14,0
29,19,17,30,39,35,12,1
41,34,5,46,41,1,44,1
7,37,45,47,24,9,17,1
45,19,32,34,29,8,48,1
34,14,42,44,47,44,12,1
43,38,43,14,40,17,46,1
37,49,37,8,10,33,45,1
13,11,19,12,36,7,14,0
19,30,46,17,10,13,4,0
3,30,7,43,22,19,37,0
49,47,41,4,33,26,4,1
47,24,16,34,10,39,22,1
18,18,3,48,13,30,45,0
25,6,48,34,5,7,7,0
36,29,41,33,39,45,25,1
18,3,49,27,16,4,43,0
30,43,5,6,17,24,16,0
6,29,19,7,30,21,26,0
17,48,26,11,40,28,42,1
3,12,7,19,34,39,30,0
28,44,49,25,15,24,19,1
10,23,30,42,36,23,16,1
14,30,9,24,44,25,26,0
3,41,37,30,32,22,12,1
1,23,43,11,39,24,49,1
32,38,41,1,29,31,45,1
32,48,13,9,16,1,30,0
15,30,23,3,33,29,38,0
2,27,33,40,30,11,18,0
12,13,24,48,21,10,4,0
13,48,15,25,17,49,25,1
30,47,48,35,35,27,39,1
31,27,8,28,7,26,8,0
9,14,10,1,7,7,9,0
48,29,11,35,33,48,24,1
30,11,35,13,40,31,38,1
27,18,40,8,15,6,35,0
15,10,44,47,2,7,11,0
40,43,10,10,41,42,6,1
40,3,23,42,3,36,13,0
29,27,28,31,35,41,16,1
20,43,5,35,13,21,21,0
3,11,35,39,48,23,32,1
2,19,19,16,48,43,42,1
30,34,39,41,7,3,26,1
6,30,38,2,35,27,3,0
47,13,16,27,34,48,23,1
4,30,25,31,27,26,46,1
5,42,36,43,27,30,15,1
44,38,46,47,20,48,48,1
42,49,18,20,24,40,41,1
46,10,13,26,12,49,9,0
48,15,8,22,36,3,35,0
28,27,42,6,23,37,22,1
26,6,38,8,37,48,49,1
3,36,35,45,27,12,42,1
25,1,15,34,21,25,12,0
4,30,32,43,20,42,33,1
32,4,37,4,5,3,33,0
4,40,47,3,48,30,18,1
27,16,10,36,33,26,26,0
5,3,37,28,4,32,27,0
22,46,36,1,49,3,29,1
15,33,19,24,2,7,22,0
37,33,16,36,25,24,11,1
14,10,45,3,3,10,28,0
27,25,17,24,37,12,32,0
17,49,31,48,35,8,4,1
3,39,2,42,1,15,43,0
27,28,6,48,12,46,17,1
19,22,1,35,44,20,6,0
32,45,38,5,15,1,14,0
8,13,42,24,20,8,3,0
28,36,11,38,23,28,16,1
25,20,34,32,36,22,14,1
40,21,18,23,24,45,26,1
9,43,35,31,49,45,5,1
3,33,33,34,43,33,45,1
15,26,35,1,38,34,41,1
21,1,48,47,26,34,37,1
23,37,6,40,31,19,26,1
30,29,27,34,41,36,46,1
11,46,45,20,41,36,25,1
29,35,29,17,48,19,45,1
9,31,16,20,23,18,45,0
10,10,48,23,30,27,16,0
27,30,15,40,47,18,19,1
24,45,1,25,34,43,22,1
25,39,7,40,21,34,33,1
33,13,35,39,29,33,47,1
30,16,48,7,6,2,37,0
31,4,27,20,38,34,33,1
45,19,9,34,17,17,35,1
32,20,5,39,16,29,45,1
6,32,23,27,14,14,42,0
19,25,37,47,40,33,13,1
19,2,33,19,46,40,25,1
43,37,6,29,15,8,39,1
45,10,21,47,35,45,28,1
9,1,10,2,28,10,41,0
15,44,47,13,13,11,18,0
6,28,2,22,29,49,39,0
24,6,28,39,44,46,6,1
13,7,23,37,42,20,34,1
13,38,10,1,35,35,3,0
7,31,19,33,41,32,36,1
28,35,28,31,40,37,22,1
11,47,22,20,8,26,31,0
8,42,25,21,46,16,6,0
3,48,24,12,45,10,8,0
35,49,34,41,36,26,16,1
10,20,2,26,17,3,22,0
15,4,42,36,2,41,47,1
18,14,41,6,45,36,36,1
46,15,17,28,43,32,2,1
7,38,38,28,10,47,26,1
31,36,14,47,6,17,44,1
49,4,2,36,37,35,18,1
2,21,49,13,45,21,31,1
30,47,7,37,1,42,48,1
46,36,14,16,37,12,2,0
27,30,7,9,2,28,44,0
8,14,40,6,37,13,12,0
15,6,28,10,36,22,47,0
31,38,32,26,46,27,17,1
10,41,19,49,34,15,22,1
27,11,40,2,45,13,17,0
29,12,7,17,12,10,43,0
4,19,31,19,21,18,44,0
21,46,40,30,25,2,42,1
30,47,23,29,42,20,42,1
41,15,19,21,15,4,2,0
9,40,6,6,11,15,19,0
36,38,15,11,28,46,34,1
5,9,33,32,6,7,14,0
13,9,31,9,49,5,4,0
47,10,24,38,37,7,33,1
36,29,7,31,7,2,26,0
35,11,2,2,20,49,47,0
1,41,3,45,23,25,45,1
27,46,21,31,13,23,1,0
9,3,31,14,14,45,17,0
48,45,18,27,31,46,33,1
7,44,11,16,13,7,7,0
32,19,19,23,25,31,24,0
41,16,21,4,12,25,25,0
25,17,5,29,26,11,42,0
42,7,31,47,39,42,49,1
4,39,14,24,48,25,25,1
37,26,49,33,7,6,46,1
11,41,27,31,33,5,23,0
49,32,45,46,28,32,12,1
24,1,49,10,20,42,22,0
44,30,34,44,11,37,26,1
45,38,29,16,41,24,11,1
21,24,43,40,25,1,35,1
40,6,15,10,46,5,45,0
1,2,34,6,2,35,32,0
36,14,39,37,22,16,14,1
39,28,39,11,10,36,18,1
8,44,12,3,43,5,19,0
12,2,9,28,40,5,15,0
46,14,49,28,33,14,21,1
42,25,30,33,17,14,20,1
47,28,24,20,32,25,31,1
42,33,19,26,33,13,39,1
41,41,49,5,13,16,48,1
36,24,19,27,14,30,7,0
3,41,5,4,31,35,6,0
6,24,33,49,25,19,25,1
3,39,32,44,37,15,18,1
29,4,40,19,14,49,38,1
8,12,33,14,29,6,34,0
38,10,24,15,22,7,5,0
42,21,26,5,35,7,34,0
13,26,5,28,8,46,24,0
34,28,37,43,9,27,9,1
14,27,42,8,44,39,24,1
25,27,30,46,40,33,48,1
12,10,13,16,12,43,47,0
14,47,45,46,36,14,2,1
48,15,27,41,39,33,19,1
43,20,15,46,35,29,16,1
36,37,44,4,38,2,32,1
15,13,35,7,21,1,10,0
33,39,27,1,31,41,29,1
18,49,29,42,35,44,26,1
32,10,46,13,37,2,44,1
7,8,31,36,3,29,28,0
8,1,6,10,47,30,15,0
25,2,26,8,41,15,4,0
9,7,4,40,41,26,6,0
12,14,20,42,45,6,16,0
7,17,48,15,17,22,26,0
6,17,47,33,42,10,46,1
41,37,49,27,43,7,33,1
38,17,15,3,22,35,25,0
26,7,24,18,33,22,47,1
34,26,23,9,29,1,8,0
36,15,34,4,37,27,26,1
5,44,49,26,28,47,9,1
42,25,49,22,25,5,49,1
18,31,43,26,30,19,22,1
42,15,5,48,21,33,17,1
34,4,8,33,18,19,29,0
12,39,4,27,6,2,45,0
25,2,43,21,45,32,17,1
49,9,16,42,45,18,45,1
44,35,7,24,13,18,15,0
49,36,31,16,41,20,7,1
1,44,43,13,2,24,20,0
7,30,25,13,8,15,48,0
25,32,18,3,24,17,23,0
43,10,17,3,39,6,11,0
15,40,45,1,36,5,5,0
6,3,44,7,42,19,16,0
3,42,5,23,18,13,47,0
12,10,1,22,42,3,15,0
4,17,27,39,44,43,32,1
4,45,47,12,5,15,46,0
49,10,23,41,20,41,26,1
27,20,40,11,7,48,37,1
22,37,2,6,3,34,10,0
13,46,36,27,11,27,38,1
19,11,28,2,8,34,29,0
29,7,26,18,40,15,21,0
1,48,28,33,36,15,47,1
20,45,37,29,29,11,42,1
38,18,21,27,25,35,25,1
30,45,38,9,18,21,37,1
24,31,1,23,24,2,49,0
9,35,19,16,23,5,38,0
45,25,25,1,39,37,25,1
28,23,46,7,3,43,19,0
47,47,10,8,4,4,33,0
29,31,33,29,5,19,2,0
32,41,18,23,40,10,28,1
16,35,17,25,31,11,38,0
22,28,22,48,17,26,6,0
38,29,18,38,13,45,47,1
29,24,30,6,41,38,32,1
38,35,32,6,43,28,31,1
32,32,30,12,28,32,35,1
33,24,17,45,37,31,26,1
26,9,13,8,19,1,13,0
44,48,6,32,41,16,47,1
4,7,9,40,37,18,7,0
16,2,1,10,47,10,48,0
17,26,31,41,9,34,43,1
17,9,8,43,47,45,30,1
21,31,5,33,8,27,20,0
42,23,30,33,14,39,30,1
44,4,4,37,34,31,47,1
6,47,43,16,31,41,4,1
41,48,45,6,42,29,43,1
35,41,13,22,11,1,7,0
46,4,14,1,37,12,5,0
21,4,27,29,46,33,16,1
40,6,45,18,15,26,38,1
43,45,15,5,14,38,41,1
13,29,45,9,29,44,44,1
27,9,32,29,19,37,34,1
29,42,19,44,39,22,35,1
46,13,7,8,24,40,32,0
25,33,27,26,27,24,39,1
22,8,25,25,23,38,14,0
18,39,21,22,31,6,22,0
36,3,20,2,22,11,15,0
41,39,19,4,41,48,28,1
45,12,13,28,20,48,40,1
11,29,34,11,22,2,49,0
36,7,29,10,46,45,28,1
49,30,19,7,46,33,27,1
21,30,40,35,8,33,8,0
43,16,43,31,28,17,30,1
27,34,46,9,21,2,47,1
40,9,18,32,10,41,37,1
11,36,38,4,17,36,31,0
12,44,21,8,10,47,9,0
40,12,1,43,31,34,32,1
41,34,16,15,12,44,24,1
16,45,23,18,5,3,5,0
31,2,23,43,37,13,29,1
32,38,47,22,22,32,30,1
40,3,17,6,49,16,32,0
7,28,15,5,21,25,14,0
25,4,30,31,8,27,43,0
8,13,41,22,28,15,23,0
1,41,13,22,44,40,15,1
16,39,20,31,46,6,44,1
12,11,43,18,16,20,26,0
15,20,34,45,13,25,43,1
26,12,26,28,13,44,26,0
49,9,13,30,19,4,13,0
42,13,19,49,42,15,36,1
9,37,21,32,45,45,21,1
18,24,15,20,35,5,24,0
49,31,39,44,16,22,14,1
8,44,11,22,7,48,26,0
29,4,27,15,33,33,38,1
9,21,49,37,29,10,31,1
7,38,21,1,10,8,20,0
11,24,4,27,42,40,15,0
36,8,10,40,49,48,8,1
17,49,31,22,40,28,34,1
14,14,29,41,19,26,48,1
28,22,42,16,14,19,28,0
39,8,33,25,7,44,14,0
32,24,5,17,38,20,14,0
23,28,4,12,30,40,16,0
9,13,12,27,23,13,41,0
16,20,26,43,17,12,36,0
25,49,46,22,7,3,38,1
37,28,38,5,11,8,2,0
20,46,31,36,43,38,37,1
36,1,48,36,23,28,8,1
32,18,17,1,3,8,23,0
39,8,31,12,26,30,35,1
48,33,36,44,31,33,34,1
1,35,17,8,8,15,49,0
7,17,14,29,10,29,14,0
17,39,42,28,36,28,25,1
2,30,15,45,36,46,35,1
21,6,37,6,38,25,18,0
43,23,39,5,47,48,41,1
18,22,38,7,33,5,17,0
25,38,39,12,40,9,10,0
44,17,48,15,25,26,40,1
5,14,26,3,7,2,10,0
40,13,20,42,18,48,5,1
31,12,23,18,25,44,47,1
31,19,31,38,24,32,27,1
4,21,25,22,37,7,27,0
24,28,42,21,34,18,41,1
11,42,32,36,11,2,14,0
12,8,17,18,40,29,47,0
11,16,33,49,19,39,24,1
6,20,36,9,15,29,33,0
30,4,22,45,12,5,1,0
2,42,5,10,40,19,41,0
34,14,23,42,22,22,8,0
1,2,28,34,21,23,22,0
27,19,11,6,27,28,41,0
3,35,13,17,32,39,24,0
42,12,12,21,14,20,28,0
18,41,34,1,21,42,39,1
4,11,7,4,36,36,34,0
14,27,16,15,9,15,12,0
38,17,9,45,47,31,19,1
32,30,45,23,41,16,44,1
9,8,14,32,37,46,12,0
2,33,23,21,5,47,40,0
47,20,47,19,40,32,26,1
41,10,35,24,43,22,42,1
25,27,33,7,49,5,39,1
32,48,37,37,35,19,38,1
33,45,14,16,41,10,30,1
47,32,15,13,21,1,23,0
38,12,38,13,27,38,36,1
12,29,26,22,18,43,2,0
25,49,17,30,49,16,46,1
19,47,27,31,45,42,30,1
10,7,33,2,17,9,14,0
4,36,30,47,26,42,35,1
5,39,22,39,49,9,22,1
41,7,16,44,36,26,2,0
48,41,38,47,4,25,26,1
1,15,4,42,21,37,40,0
38,36,27,14,47,22,7,1
29,9,20,42,28,16,12,0
28,12,37,30,28,49,16,1
37,18,16,13,29,37,4,0
26,21,44,26,43,27,26,1
21,15,48,3,1,49,19,0
6,45,16,35,41,49,25,1
43,36,38,13,6,3,22,0
29,41,47,40,39,9,3,1
19,44,46,23,25,18,29,1
21,4,22,47,18,28,35,0
6,48,34,37,16,2,4,0
13,41,40,47,23,46,15,1
6,7,19,29,31,40,42,0
29,15,41,33,46,16,15,1
29,27,12,4,47,43,14,1
6,7,49,21,42,46,49,1
12,34,9,41,45,11,3,0
46,41,11,34,6,4,2,0
37,11,6,9,42,33,20,0
16,12,32,16,18,16,25,0
8,19,19,7,38,49,28,0
40,24,38,4,25,8,38,1
3,16,9,45,8,20,30,0
26,2,7,22,1,35,5,0
3,16,25,36,23,7,5,0
44,23,5,43,34,42,12,1
38,19,19,28,35,8,48,1
24,45,6,9,16,10,10,0
6,48,36,12,35,15,7,0
26,25,8,16,34,43,8,0
2,47,47,18,22,42,25,1
19,11,15,38,44,9,44,1
41,21,15,10,23,33,5,0
